original_title,role,name
Waterworld (1995),make_up_department,Diane Cummings
Waterworld (1995),make_up_department,Elle Elliott
Waterworld (1995),make_up_department,James Lee McCoy
Waterworld (1995),make_up_department,Francisco X. Pérez
Waterworld (1995),make_up_department,Jeanne Van Phue
Waterworld (1995),make_up_department,Susan Zietlow-Maust
Battlefield Earth (2000),make_up_department,Jocelyne Bellemare
Battlefield Earth (2000),make_up_department,Annik Boivin
Battlefield Earth (2000),make_up_department,Linda Bourgon
Battlefield Earth (2000),make_up_department,Gillian Chandler
Battlefield Earth (2000),make_up_department,Sandro Di Gioacchino
Battlefield Earth (2000),make_up_department,Vanessa Dionne
Battlefield Earth (2000),make_up_department,Justin Ditter
Battlefield Earth (2000),make_up_department,André Duval
Battlefield Earth (2000),make_up_department,Jake Garber
Battlefield Earth (2000),make_up_department,Bruno Gatien
Battlefield Earth (2000),make_up_department,Joel Harlow
Battlefield Earth (2000),make_up_department,Daniel Jacob
Battlefield Earth (2000),make_up_department,Karen Keener
Battlefield Earth (2000),make_up_department,Kathy Kelso
Battlefield Earth (2000),make_up_department,Martina Kohl
Battlefield Earth (2000),make_up_department,Francine Martineau
Battlefield Earth (2000),make_up_department,Adrien Morot
Battlefield Earth (2000),make_up_department,Jayson Philapil
Battlefield Earth (2000),make_up_department,Ron Pipes
Battlefield Earth (2000),make_up_department,Bob Pritchett
Battlefield Earth (2000),make_up_department,Martin Rivest
Battlefield Earth (2000),make_up_department,Ronald J. Rolfe
Battlefield Earth (2000),make_up_department,Joseph Yuss Simon
Battlefield Earth (2000),make_up_department,Mike Smithson
Battlefield Earth (2000),make_up_department,Sylvania Yau
Striking Distance (1993),make_up_department,Paul Abascal
Striking Distance (1993),make_up_department,Scott H. Eddo
Striking Distance (1993),make_up_department,Selena Evans-Miller
Striking Distance (1993),make_up_department,Jeannee Josefczyk
Striking Distance (1993),make_up_department,Rachel Kick
Striking Distance (1993),make_up_department,Michael Mills
Striking Distance (1993),make_up_department,Jeffrey A. Rubis
Striking Distance (1993),make_up_department,Linda Williams
Twilight (2008),make_up_department,Trish Almeida
Twilight (2008),make_up_department,Rose Barclay
Twilight (2008),make_up_department,Catherine Childers
Twilight (2008),make_up_department,Laura Connolly
Twilight (2008),make_up_department,Bridget Cook
Twilight (2008),make_up_department,Molly Craytor
Twilight (2008),make_up_department,Nicole DeFrancesco
Twilight (2008),make_up_department,Stephanie Fajardo
Twilight (2008),make_up_department,Stuart Gavert
Twilight (2008),make_up_department,Stephanie June Johnson
Twilight (2008),make_up_department,Rolf John Keppler
Twilight (2008),make_up_department,Raj Mariathason
Twilight (2008),make_up_department,Cristina Patterson
Twilight (2008),make_up_department,Elizabeth Rabe
Twilight (2008),make_up_department,Susan Sittko Schaefer
Twilight (2008),make_up_department,Robin Schmitt
Twilight (2008),make_up_department,Crystal Shade
Twilight (2008),make_up_department,Richard L. Silver
Twilight (2008),make_up_department,Stacey Sumner
Twilight (2008),make_up_department,Mary Ann Valdes
Twilight (2008),make_up_department,Jeanne Van Phue
Twilight (2008),make_up_department,Amanda Williams
The Twilight Saga: New Moon (2009),make_up_department,Laura Borselli
The Twilight Saga: New Moon (2009),make_up_department,Andre Bustanoby
The Twilight Saga: New Moon (2009),make_up_department,Stacey Butterworth
The Twilight Saga: New Moon (2009),make_up_department,Claudia Catini
The Twilight Saga: New Moon (2009),make_up_department,Dorothee Deichmann
The Twilight Saga: New Moon (2009),make_up_department,Calla Syna Dreyer
The Twilight Saga: New Moon (2009),make_up_department,Paul Edwards
The Twilight Saga: New Moon (2009),make_up_department,Joann Fowler
The Twilight Saga: New Moon (2009),make_up_department,Artie Glackin
The Twilight Saga: New Moon (2009),make_up_department,Norma Hill-Patton
The Twilight Saga: New Moon (2009),make_up_department,Tanya Hudson
The Twilight Saga: New Moon (2009),make_up_department,Federico Laurenti
The Twilight Saga: New Moon (2009),make_up_department,Thom MacIntyre
The Twilight Saga: New Moon (2009),make_up_department,Giulia Maran
The Twilight Saga: New Moon (2009),make_up_department,Clayton Martinez
The Twilight Saga: New Moon (2009),make_up_department,Todd Masters
The Twilight Saga: New Moon (2009),make_up_department,Robin Mathews
The Twilight Saga: New Moon (2009),make_up_department,Zabrina Matiru
The Twilight Saga: New Moon (2009),make_up_department,Sarah Pickersgill
The Twilight Saga: New Moon (2009),make_up_department,Aniello Piscopo
The Twilight Saga: New Moon (2009),make_up_department,Werner Pretorius
The Twilight Saga: New Moon (2009),make_up_department,Janice Rhodes
The Twilight Saga: New Moon (2009),make_up_department,Gina Sherritt
The Twilight Saga: New Moon (2009),make_up_department,Jeny Cassady
The Twilight Saga: New Moon (2009),make_up_department,Jamie Hess
The Lizzie McGuire Movie (2003),make_up_department,Sandy Cooper
The Lizzie McGuire Movie (2003),make_up_department,Diane Holme
The Lizzie McGuire Movie (2003),make_up_department,Adruitha Lee
The Lizzie McGuire Movie (2003),make_up_department,Shauna Magrath
The Lizzie McGuire Movie (2003),make_up_department,Forest Sala
The Lizzie McGuire Movie (2003),make_up_department,Carla Vicenzino
The Lizzie McGuire Movie (2003),make_up_department,Debra Wiebe
Gigli (2003),make_up_department,Enzo Angileri
Gigli (2003),make_up_department,Bridget Bergman
Gigli (2003),make_up_department,Margot Boccia
Gigli (2003),make_up_department,John Caglione Jr.
Gigli (2003),make_up_department,Rebecca DeHerrera
Gigli (2003),make_up_department,Cheryl Eckert
Gigli (2003),make_up_department,Lori Fenton
Gigli (2003),make_up_department,Teressa Hill
Gigli (2003),make_up_department,Whitney James
Gigli (2003),make_up_department,Elizabeth Rabe
Gigli (2003),make_up_department,Pamela Santori
Gigli (2003),make_up_department,Nikoletta Skarlatos
Gigli (2003),make_up_department,Janine Thompson
Gigli (2003),make_up_department,Pamela S. Westmore
Anon (2018),make_up_department,Victor DeNicola
Anon (2018),make_up_department,Carol Hartwick
Anon (2018),make_up_department,Bernadette Mazur
Anon (2018),make_up_department,Suzy Mazzarese-Allison
Anon (2018),make_up_department,Louise McCarthy
Anon (2018),make_up_department,Alastair Muir
Anon (2018),make_up_department,Steve Newburn
Anon (2018),make_up_department,Franchie Pir
Anon (2018),make_up_department,Vincent Sullivan
Anon (2018),make_up_department,Julia Valente
Anon (2018),make_up_department,Graham Chivers
Anon (2018),make_up_department,Kayla Dobilas
Anon (2018),make_up_department,Marie Nardella
Anon (2018),make_up_department,Anthony Veilleux
Step Sisters (2018),make_up_department,Lay'Na Anderson
Step Sisters (2018),make_up_department,Lanard Atkins
Step Sisters (2018),make_up_department,Zoey Belton
Step Sisters (2018),make_up_department,Andrea C. Brotherton
Step Sisters (2018),make_up_department,De'sha Hayes
Step Sisters (2018),make_up_department,Theodora Katsoulogiannakis
Step Sisters (2018),make_up_department,Monique Lewis
Step Sisters (2018),make_up_department,Para Malden
Step Sisters (2018),make_up_department,Stevie Martin
Step Sisters (2018),make_up_department,Shunika Terry
Step Sisters (2018),make_up_department,Ariane Turner
Step Sisters (2018),make_up_department,Philonese West
Step Sisters (2018),make_up_department,Chantel Marie Wilson
Step Sisters (2018),make_up_department,Seidah Nichols
Rip Tide (2017),make_up_department,Nicolle Adrichem
Rip Tide (2017),make_up_department,Angela Brookes
Rip Tide (2017),make_up_department,Erin Champion
Rip Tide (2017),make_up_department,Sarah Moss
Rip Tide (2017),make_up_department,Debbie Muller
Rip Tide (2017),make_up_department,Angela Wong
Starship Troopers (1997),make_up_department,Tony Acosta Jr.
Starship Troopers (1997),make_up_department,Janice Alexander
Starship Troopers (1997),make_up_department,David P. Barton
Starship Troopers (1997),make_up_department,Bryan Blair
Starship Troopers (1997),make_up_department,John Blake
Starship Troopers (1997),make_up_department,Kathryn Blondell
Starship Troopers (1997),make_up_department,Evan Brainard
Starship Troopers (1997),make_up_department,Nik E. Carey
Starship Troopers (1997),make_up_department,Glen Eisner
Starship Troopers (1997),make_up_department,Thomas Floutz
Starship Troopers (1997),make_up_department,Mark Garbarino
Starship Troopers (1997),make_up_department,Karin Hanson
Starship Troopers (1997),make_up_department,David Hoehn
Starship Troopers (1997),make_up_department,Rick Lalonde
Starship Troopers (1997),make_up_department,Gil Liberto
Starship Troopers (1997),make_up_department,Richard Maybery
Starship Troopers (1997),make_up_department,David Miner Jr.
Starship Troopers (1997),make_up_department,Bill Myer
Starship Troopers (1997),make_up_department,Ron Pipes
Starship Troopers (1997),make_up_department,Jason Ryan
Starship Troopers (1997),make_up_department,Jordu Schell
Starship Troopers (1997),make_up_department,David Selvadurai
Starship Troopers (1997),make_up_department,Shaun Smith
Starship Troopers (1997),make_up_department,Steven Stewart
Starship Troopers (1997),make_up_department,Mario Torres Jr.
Starship Troopers (1997),make_up_department,D. Mick Wood
Starship Troopers (1997),make_up_department,Chris Yagher
Starship Troopers (1997),make_up_department,Rufus Hearn
Starship Troopers (1997),make_up_department,Timothy Huizing
Starship Troopers (1997),make_up_department,Selina Jayne
Starship Troopers (1997),make_up_department,Timothy A. Miguel
The Clique (2008),make_up_department,Frank Barbosa
The Clique (2008),make_up_department,Liz Bernstrom
The Clique (2008),make_up_department,Paula Dion
The Clique (2008),make_up_department,Joanna Raskin
The Clique (2008),make_up_department,Joe Rossi
The Clique (2008),make_up_department,Lora Scrignoli
The Last Airbender (2010),make_up_department,Sherri Bramlett
The Last Airbender (2010),make_up_department,Ljiljana Lee Cado
The Last Airbender (2010),make_up_department,Patrick Conlon
The Last Airbender (2010),make_up_department,Diane Dixon
The Last Airbender (2010),make_up_department,Christine Fennell
The Last Airbender (2010),make_up_department,Kelly Golden
The Last Airbender (2010),make_up_department,Diane Heller
The Last Airbender (2010),make_up_department,Lori Hicks
The Last Airbender (2010),make_up_department,Janice Innella
The Last Airbender (2010),make_up_department,Sandra Linn Koepper
The Last Airbender (2010),make_up_department,Josh Lord
The Last Airbender (2010),make_up_department,Pamela Peitzman
The Last Airbender (2010),make_up_department,Jerry Popolis
The Last Airbender (2010),make_up_department,Ivana Primorac
The Last Airbender (2010),make_up_department,Shannon Thompson
The Last Airbender (2010),make_up_department,Frank Vazquez
The Last Airbender (2010),make_up_department,Darrell Warner
The Last Airbender (2010),make_up_department,Wesley Wofford
The Last Airbender (2010),make_up_department,Debi Young
Sleepover (2004),make_up_department,Felicity Bowring
Sleepover (2004),make_up_department,Sharisse Fine
Sleepover (2004),make_up_department,Frances Mathias
Sleepover (2004),make_up_department,Carol Strong
Sleepover (2004),make_up_department,Eryn Krueger Mekash
Sleepover (2004),make_up_department,Kerry Mendenhall
The Adventures of Sharkboy and Lavagirl 3-D (2005),make_up_department,Howard Berger
The Adventures of Sharkboy and Lavagirl 3-D (2005),make_up_department,Chelsey Fiske
The Adventures of Sharkboy and Lavagirl 3-D (2005),make_up_department,Grady Holder
The Adventures of Sharkboy and Lavagirl 3-D (2005),make_up_department,Akihito Ikeda
The Adventures of Sharkboy and Lavagirl 3-D (2005),make_up_department,Greg Nicotero
The Adventures of Sharkboy and Lavagirl 3-D (2005),make_up_department,Ermahn Ospina
The Adventures of Sharkboy and Lavagirl 3-D (2005),make_up_department,Joe Rivera
The Adventures of Sharkboy and Lavagirl 3-D (2005),make_up_department,Shannon Shea
The Roommate (2011),make_up_department,Fionagh Cush
The Roommate (2011),make_up_department,André Dubois
The Roommate (2011),make_up_department,Erin Harding
The Roommate (2011),make_up_department,Solina Tabrizi
The Roommate (2011),make_up_department,Phyllis Temple
The Roommate (2011),make_up_department,Larry Waggoner
Mortal Kombat (1995),make_up_department,Raqueli Dahan
Mortal Kombat (1995),make_up_department,Thomas Floutz
Mortal Kombat (1995),make_up_department,Eileen Kastner-Delago
Mortal Kombat (1995),make_up_department,Moni Mansano
Mortal Kombat (1995),make_up_department,Michael Pachal
Mortal Kombat (1995),make_up_department,Katherine Rees
Mortal Kombat (1995),make_up_department,Alicia M. Tripi
Ghost Rider (2007),make_up_department,Kate Birch
Ghost Rider (2007),make_up_department,Lara Jade Birch
Ghost Rider (2007),make_up_department,Katherine Brown
Ghost Rider (2007),make_up_department,Matt Corrigan
Ghost Rider (2007),make_up_department,Louise Coulston
Ghost Rider (2007),make_up_department,Nik Dorning
Ghost Rider (2007),make_up_department,Dave Elsey
Ghost Rider (2007),make_up_department,Lou Elsey
Ghost Rider (2007),make_up_department,Liz Harper
Ghost Rider (2007),make_up_department,Ilona Herman
Ghost Rider (2007),make_up_department,Ayma Letang
Ghost Rider (2007),make_up_department,Ferdinando Merolla
Ghost Rider (2007),make_up_department,Helen Moran
Ghost Rider (2007),make_up_department,Josephine Morrison-Jack
Ghost Rider (2007),make_up_department,Ryan Nicholson
Ghost Rider (2007),make_up_department,Cristina Patterson
Ghost Rider (2007),make_up_department,Jennifer Stanfield
Ghost Rider (2007),make_up_department,Chiara Tripodi
Ghost Rider (2007),make_up_department,Lesley Vanderwalt
Ghost Rider (2007),make_up_department,Jason Ward
Ghost Rider (2007),make_up_department,Colin Ware
Ghost Rider (2007),make_up_department,Lauren McNicol
Sex and the City 2 (2010),make_up_department,Sonia Akouz
Sex and the City 2 (2010),make_up_department,Khalid Alami
Sex and the City 2 (2010),make_up_department,Frank Barbosa
Sex and the City 2 (2010),make_up_department,Michelle Beck
Sex and the City 2 (2010),make_up_department,Zineb Bendoula
Sex and the City 2 (2010),make_up_department,Géraldine Bergé
Sex and the City 2 (2010),make_up_department,Judy Chin
Sex and the City 2 (2010),make_up_department,Martial Corneville
Sex and the City 2 (2010),make_up_department,Alima Ouled Dahhou
Sex and the City 2 (2010),make_up_department,Salima Oulad Dahhou
Sex and the City 2 (2010),make_up_department,Christine Fennell
Sex and the City 2 (2010),make_up_department,Donna Marie Fischetto
Sex and the City 2 (2010),make_up_department,Jeong-Hwa Fonkalsrud
Sex and the City 2 (2010),make_up_department,Paula Kelly
Sex and the City 2 (2010),make_up_department,Michael Kriston
Sex and the City 2 (2010),make_up_department,Julia Lallas
Sex and the City 2 (2010),make_up_department,Nicki Ledermann
Sex and the City 2 (2010),make_up_department,Nick London
Sex and the City 2 (2010),make_up_department,Mandy Lyons
Sex and the City 2 (2010),make_up_department,Sanja Milic
